id,latitude,longitude,building_type,replacement_value,year_built,deductible,deductible_pct,occupancy
PROP_000174,38.21219606522033,-119.39347903958605,masonry,61054.084958420404,1992,610.54,0.01,residential
PROP_000175,34.740735179119085,-120.08829990770572,wood,58550.79461779683,1928,585.51,0.01,residential
PROP_000176,34.20209778726548,-119.39925523374495,wood,186851.66283488975,1992,1868.52,0.01,residential
PROP_000177,35.957936770013674,-120.19889701399948,wood,575660.2979102355,1912,5756.6,0.01,residential
PROP_000178,38.46569003825127,-120.46986784737891,rc,184978.2058415284,1958,1849.78,0.01,residential
PROP_000179,38.01254769814712,-120.88627019385983,masonry,148018.02547975106,1975,1480.18,0.01,residential
PROP_000180,37.36873608755627,-120.91653784398196,wood,204569.0625599646,1955,2045.69,0.01,residential
PROP_000181,38.00856620895336,-119.39582573040009,masonry,462684.8322348527,1984,4626.85,0.01,residential
PROP_000182,38.02050987864038,-121.16705102550492,masonry,193979.15835045197,1929,1939.79,0.01,residential
PROP_000183,36.33486262173902,-121.25924941968935,wood,117155.59655284305,1973,1171.56,0.01,residential
PROP_000184,35.42168073323857,-121.00638417793803,wood,394364.5317583468,1978,3943.65,0.01,residential
PROP_000185,37.47405594449945,-121.00902976792902,masonry,229350.14924817855,1976,2293.5,0.01,residential
PROP_000186,36.97747568425493,-119.19529865614068,wood,556045.1603563711,1935,5560.45,0.01,residential
PROP_000187,35.68145977993169,-120.38418145427221,wood,188449.9154014678,1936,1884.5,0.01,residential
PROP_000188,34.42510000627682,-118.72691231939065,wood,61109.631919362255,1931,611.1,0.01,residential
PROP_000189,37.36055325107062,-121.11580847818628,wood,54473.66433244537,1955,544.74,0.01,residential
PROP_000190,35.18107232165289,-119.6700884880578,wood,609712.2147845341,1970,6097.12,0.01,residential
PROP_000191,38.215659177402,-120.2435573798365,masonry,646244.1009418027,1943,6462.44,0.01,residential
PROP_000192,35.084367587525584,-120.39982910524819,wood,140981.59506323596,1949,1409.82,0.01,residential
PROP_000193,34.552410695851684,-119.04976424264858,wood,119784.56816963904,1934,1197.85,0.01,residential
PROP_000194,37.740007024562075,-118.76833219168049,masonry,523952.04073194286,1926,5239.52,0.01,residential
PROP_000195,34.689779424810226,-119.05599491543231,wood,67128.46525338202,1979,671.28,0.01,residential
PROP_000196,34.806707386709824,-120.96155809870163,wood,79556.1535155586,1998,795.56,0.01,residential
PROP_000197,36.697222561843795,-120.88176582061499,wood,272300.47845585993,1935,2723.0,0.01,residential
PROP_000198,37.93552918376859,-119.66299313853382,masonry,118695.40890508905,2004,1186.95,0.01,residential
PROP_000199,34.88395599571558,-120.69056597141306,wood,162089.2691569193,1969,1620.89,0.01,residential
PROP_000200,35.39645652805043,-119.44276963381438,wood,142806.47645426728,1920,1428.06,0.01,residential
PROP_000201,37.4983217720853,-119.914022177733,masonry,213215.70654609223,1944,2132.16,0.01,residential
PROP_000202,38.37321891727435,-119.95745544822687,rc,501814.33971018903,1900,5018.14,0.01,residential
PROP_000203,36.25333533791054,-119.1800686104514,wood,174987.16817822307,1904,1749.87,0.01,residential
PROP_000204,34.647538761480625,-119.5105082391205,wood,272433.82910397986,1940,2724.34,0.01,residential
PROP_000205,34.06271329468691,-121.42558225800758,wood,31566.834875436783,1954,315.67,0.01,residential
PROP_000206,35.033452134994846,-121.36151441599115,wood,156533.49293918285,1996,1565.33,0.01,residential
PROP_000207,34.593199980039344,-119.81563633312315,wood,82902.10922187999,1916,829.02,0.01,residential
PROP_000208,37.049464031257855,-120.13866218825763,wood,61386.765890528026,2001,613.87,0.01,residential
PROP_000209,34.54824627082839,-120.77148296503962,wood,80618.07076921819,1928,806.18,0.01,residential
PROP_000210,36.27848469229285,-120.32776295551855,wood,124579.73696595419,1916,1245.8,0.01,residential
PROP_000211,37.12418096039299,-119.377851107548,wood,338649.8744427455,1984,3386.5,0.01,residential
PROP_000212,36.61502474149406,-119.1854878429578,wood,56324.5528098829,1993,563.25,0.01,residential
PROP_000213,34.89899043247026,-119.92857540990788,wood,166792.39829137217,1973,1667.92,0.01,residential
PROP_000214,37.61856036782018,-120.42096545360012,masonry,110488.24932478105,1914,1104.88,0.01,residential
PROP_000215,37.219332083271105,-120.7420490678137,wood,125224.26446615101,1913,1252.24,0.01,residential
PROP_000216,37.32542801761994,-120.03862828184609,wood,363017.47778054816,1947,3630.17,0.01,residential
PROP_000217,34.58975988200791,-120.61870106801973,wood,250319.24184704557,1954,2503.19,0.01,residential
PROP_000218,34.55689211642655,-119.92053361626778,wood,474453.30624115426,2020,4744.53,0.01,residential
PROP_000219,38.17403147952928,-119.60537332897302,masonry,143831.16948679293,1934,1438.31,0.01,residential
PROP_000220,35.789101872212235,-121.31497820942569,wood,93269.26493666614,1923,932.69,0.01,residential
PROP_000221,35.354269113014226,-121.49701109793631,wood,136068.3955142962,2014,1360.68,0.01,residential
PROP_000222,36.1986282040819,-120.90562401124592,wood,197599.48005996787,1918,1975.99,0.01,residential
PROP_000223,36.982888957436124,-118.99536780638742,wood,187448.3625562177,1903,1874.48,0.01,residential
PROP_000224,38.30030465671136,-119.69038586296004,rc,68356.33634286893,1951,683.56,0.01,residential
PROP_000225,35.28900802096925,-121.01851101457633,wood,174973.85212306934,1948,1749.74,0.01,residential
PROP_000226,38.161637931904124,-119.00726090689388,masonry,195356.75212139983,1974,1953.57,0.01,residential
PROP_000227,34.111867711238155,-120.18412336719545,wood,1219533.8213369027,2006,12195.34,0.01,residential
PROP_000228,36.49839119047071,-120.16694308129975,wood,730493.5561801316,2012,7304.94,0.01,residential
PROP_000229,36.85288800256488,-118.88048255724057,wood,82240.67756696252,1935,822.41,0.01,residential
PROP_000230,34.47653831687839,-121.33343726188664,wood,129326.21771557051,2018,1293.26,0.01,residential
PROP_000231,34.631528186787605,-120.8975008310396,wood,50475.653925494815,1976,504.76,0.01,residential
PROP_000232,35.88601443692337,-119.85984028956678,wood,101461.46891894063,1908,1014.61,0.01,residential
PROP_000233,38.34804360464432,-120.9526377731704,rc,209501.04426120655,2013,2095.01,0.01,residential
PROP_000234,36.682191489554675,-119.59732437421492,wood,427061.32352448686,1916,4270.61,0.01,residential
PROP_000235,38.19860449720095,-120.90054158985718,masonry,90828.9121636575,1971,908.29,0.01,residential
PROP_000236,37.619624120258365,-121.22236048232332,masonry,96440.62837139642,1995,964.41,0.01,residential
PROP_000237,36.10321720699881,-120.92044155300565,wood,29207.148683138985,1930,292.07,0.01,residential
PROP_000238,37.53143552163484,-120.31634470403823,masonry,142895.27003771212,1932,1428.95,0.01,residential
PROP_000239,34.080265527896444,-121.00681276231538,wood,69568.59133270239,1957,695.69,0.01,residential
PROP_000240,34.49114798544581,-121.12286233021463,wood,106558.39866382866,2007,1065.58,0.01,residential
PROP_000241,37.73242876697231,-119.09121071858696,masonry,80701.41413526676,1927,807.01,0.01,residential
PROP_000242,37.58567689746323,-120.60288782992754,masonry,150932.79592030172,1980,1509.33,0.01,residential
PROP_000243,35.04688333884895,-120.48987567774888,wood,39887.46076381019,1954,398.87,0.01,residential
PROP_000244,36.38846315769574,-121.34524285339656,wood,50330.362574438645,1913,503.3,0.01,residential
PROP_000245,36.72707119315005,-120.49936505419424,wood,893943.3539021827,1986,8939.43,0.01,residential
PROP_000246,37.90482529199205,-120.75853990349958,masonry,58108.19222088468,2000,581.08,0.01,residential
PROP_000247,36.71398220802426,-119.790641811443,wood,67681.72876935333,1969,676.82,0.01,residential
PROP_000248,35.85657206173156,-120.92490716651726,wood,707526.8247749623,1921,7075.27,0.01,residential
PROP_000249,35.683828195332325,-119.01257673142405,wood,1662866.9274367946,1918,16628.67,0.01,residential
PROP_000250,35.916469388680795,-118.89693346142525,wood,63751.4174280971,1951,637.51,0.01,residential
PROP_000251,36.933689615109884,-121.22047303990499,wood,121224.664521917,1961,1212.25,0.01,residential
PROP_000252,37.90370784288546,-121.19927172239198,masonry,213895.83876183772,1966,2138.96,0.01,residential
PROP_000253,36.04253596934335,-121.17708597328924,wood,648850.8249218747,1929,6488.51,0.01,residential
PROP_000254,35.115278033281115,-119.76520608233113,wood,73903.41649970283,1960,739.03,0.01,residential
PROP_000255,35.064980633489114,-121.15848690021306,wood,133756.69549035968,1935,1337.57,0.01,residential
PROP_000256,37.35706426109551,-119.11332950979525,wood,303115.76094400504,1983,3031.16,0.01,residential
PROP_000257,37.674559435407595,-119.3880397581739,masonry,230455.45283981928,1996,2304.55,0.01,residential
PROP_000258,34.47375135934356,-119.20453519693353,wood,120460.25494400729,1978,1204.6,0.01,residential
PROP_000259,34.2995148562983,-120.02703052471914,wood,146230.82251407424,1900,1462.31,0.01,residential
PROP_000260,36.674951486904035,-118.70930380774638,wood,54180.87976382843,2020,541.81,0.01,residential
PROP_000261,34.657779598867144,-121.37630971175635,wood,134519.0367011637,1902,1345.19,0.01,residential
PROP_000262,37.710988857053536,-120.37645810027888,masonry,131516.81695239482,2020,1315.17,0.01,residential
PROP_000263,35.39650603265834,-120.59297732697462,wood,195973.7325640226,1903,1959.74,0.01,residential
PROP_000264,34.64742369837014,-118.84379260360461,wood,104374.24461910994,1962,1043.74,0.01,residential
PROP_000265,38.14436712619353,-119.88478931620674,masonry,237335.68681593446,1912,2373.36,0.01,residential
PROP_000266,34.74489275230875,-119.24266529675477,wood,365920.9678594075,1911,3659.21,0.01,residential
PROP_000267,35.28124037052071,-121.02304465775615,wood,184304.29764539204,1982,1843.04,0.01,residential
PROP_000268,34.69126027836426,-118.75982439707877,wood,215648.51733444058,1988,2156.49,0.01,residential
PROP_000269,34.519705286494094,-120.10380926874632,wood,169825.0855922955,1914,1698.25,0.01,residential
PROP_000270,34.09516607351398,-120.11771818644219,wood,162765.78009393942,2018,1627.66,0.01,residential
PROP_000271,34.24927934123917,-118.78152276007194,wood,91377.41014916905,1938,913.77,0.01,residential
PROP_000272,34.78588661921134,-120.433949388592,wood,209650.13768553123,1938,2096.5,0.01,residential
PROP_000273,34.24021869682229,-120.38692993124602,wood,150568.09529433807,1935,1505.68,0.01,residential
PROP_000274,36.66014717249937,-119.86269243214618,wood,868510.2331451902,1955,8685.1,0.01,residential
PROP_000275,37.06321537059778,-121.1414526904662,wood,573024.5972882716,1921,5730.25,0.01,residential
PROP_000276,35.77133705574413,-120.60096024604681,wood,221610.63887026405,1951,2216.11,0.01,residential
PROP_000277,35.430959936284225,-120.95901669715363,wood,88393.5455875128,1925,883.94,0.01,residential
PROP_000278,36.270368066600035,-121.21080625850026,wood,66840.92505221222,1906,668.41,0.01,residential
PROP_000279,37.93752224005574,-119.07479510227314,masonry,422064.89569850184,1944,4220.65,0.01,residential
