exposure_id,max_pga_g,latitude,longitude,building_type,replacement_value,year_built,deductible,deductible_pct,occupancy
PROP_000020,0.003117782540042481,36.84248979604929,-120.2410284724165,wood,156382.35346360045,1955,1563.82,0.01,residential
PROP_000021,0.004360789986647238,37.41139483038418,-119.00103446887547,masonry,140380.2525269145,1936,1403.8,0.01,residential
PROP_000022,0.0058076853178210385,35.595366856584405,-119.40106786701595,wood,94396.22524067567,1979,943.96,0.01,residential
PROP_000023,0.00207084435622243,38.36814110977706,-118.72293839380664,rc,432800.8934839824,1979,4328.01,0.01,residential
PROP_000024,0.002885580131362726,38.01904504594989,-120.01204132752773,masonry,143828.4306430463,1972,1438.28,0.01,residential
PROP_000025,0.0030808880736545715,37.50272573683193,-119.65201198735676,masonry,115536.0339188964,1908,1155.36,0.01,residential
PROP_000026,0.00538763620671654,34.875874185333856,-120.6530552128138,wood,122797.6502339499,1957,1227.98,0.01,residential
PROP_000027,0.0032265587203845385,36.10024451677165,-118.84690032093522,wood,249159.20495029492,1974,2491.59,0.01,residential
PROP_000028,0.005384262870501383,34.19711694604253,-120.4742606320417,wood,218022.8715186692,2014,2180.23,0.01,residential
PROP_000029,0.0075968625701180285,34.694302714303966,-119.43217000447744,wood,226428.8596810631,1963,2264.29,0.01,residential
PROP_000030,0.006482635325867242,37.07372028959104,-120.37120742846658,wood,229729.26879816168,1941,2297.29,0.01,residential
PROP_000031,0.004506898157360999,37.351429701585175,-119.9269069958236,wood,902855.7557343544,1967,9028.56,0.01,residential
PROP_000032,0.004099629707314047,38.35379379595395,-119.48460890193968,rc,117579.26570767496,1921,1175.79,0.01,residential
PROP_000033,0.004801457051089348,35.46621411162168,-120.0749843750962,wood,108034.49105512,1910,1080.34,0.01,residential
PROP_000034,0.005909399979787853,35.66706867715691,-118.96015828465336,wood,84878.9851904487,1982,848.79,0.01,residential
PROP_000035,0.010729639837492613,36.113001150741134,-120.32595723380211,wood,266407.8110722752,2019,2664.08,0.01,residential
PROP_000036,0.0039155737550230045,34.85262111587929,-119.6881989651987,wood,401586.34053803206,2002,4015.86,0.01,residential
PROP_000037,0.005925779152891192,34.58464677400962,-120.54138518675984,wood,148574.53550197312,1970,1485.75,0.01,residential
PROP_000038,0.011279117311018388,36.1406721680167,-120.35716132895315,wood,83106.21923614641,1904,831.06,0.01,residential
PROP_000039,0.004293890016505572,35.021092070728976,-120.26785969694606,wood,84154.95050734331,2019,841.55,0.01,residential
PROP_000040,0.0026710027152491832,37.0141629760713,-121.1477403487256,wood,273887.91443149315,1954,2738.88,0.01,residential
PROP_000041,0.003391984974967831,35.96718363492549,-121.24317369863478,wood,294962.44937415235,1935,2949.62,0.01,residential
PROP_000042,0.002959886412904618,37.747051882260266,-119.63102821518908,masonry,251330.33150689915,2007,2513.3,0.01,residential
PROP_000043,0.004862501509859579,37.15119295901012,-119.66455033263944,wood,95567.89670987066,1990,955.68,0.01,residential
PROP_000044,0.004755558032389138,35.40564988621919,-119.64385280021172,wood,195972.3895121065,1990,1959.72,0.01,residential
PROP_000045,0.0038098101569932984,37.7451691062784,-121.44465395304046,masonry,178679.44106241182,1933,1786.79,0.01,residential
PROP_000046,0.0031742059188358623,37.621439608735606,-120.58566884051902,masonry,193871.50580382303,2020,1938.72,0.01,residential
PROP_000047,0.002534020794662479,35.74365270563578,-120.94613242767424,wood,326812.86976504413,1954,3268.13,0.01,residential
PROP_000048,0.003290553562258046,35.297476467686096,-119.32117601687676,wood,194634.05608925348,1964,1946.34,0.01,residential
PROP_000049,0.011756856310374821,37.07122976788739,-119.09023487609085,wood,280164.1192053465,1990,2801.64,0.01,residential
PROP_000050,0.008494519434330017,34.62888617624189,-120.8092949437668,wood,171796.0429862766,1979,1717.96,0.01,residential
PROP_000051,0.004085637113887541,34.89958691113799,-119.63002235522563,wood,205108.7322961366,1920,2051.09,0.01,residential
PROP_000052,0.010334685281327468,34.033130213879524,-121.13778415031685,wood,269690.57995966467,1936,2696.91,0.01,residential
PROP_000053,0.0043229146919986855,37.54115969875962,-120.7295729283152,masonry,50730.13258580477,1943,507.3,0.01,residential
PROP_000054,0.0025608899160273497,36.99182885466414,-121.11176741054642,wood,126028.45917705169,2014,1260.28,0.01,residential
PROP_000055,0.005841621267919444,37.173244203818506,-120.70614185352215,wood,111714.50982382742,1986,1117.15,0.01,residential
PROP_000056,0.003378132139944395,37.51328063959885,-119.61073766742204,masonry,97625.86244876804,1944,976.26,0.01,residential
PROP_000057,0.003971754808124828,36.06512098992253,-118.9510846514813,wood,130598.91644165567,1988,1305.99,0.01,residential
PROP_000058,0.0034007570228212695,36.55933538178802,-120.93293725781228,wood,538182.5258513872,1989,5381.83,0.01,residential
PROP_000059,0.003233753415817547,34.629086491574455,-119.982178702138,wood,81416.65251714214,1947,814.17,0.01,residential
PROP_000060,0.005619000218643796,34.51538533091188,-119.5361049165184,wood,353140.99791021185,1948,3531.41,0.01,residential
PROP_000061,0.007692641292033149,37.007813328057125,-118.8318170882404,wood,42349.17344732614,2008,423.49,0.01,residential
PROP_000062,0.005540307288550371,36.11993292764409,-119.79183064791592,wood,124503.85720974796,1967,1245.04,0.01,residential
PROP_000063,0.0036431043993053157,36.54356247916535,-120.78570059312334,wood,185387.30423716697,1918,1853.87,0.01,residential
PROP_000064,0.0030841084730062374,37.44249485837212,-119.74866116064098,masonry,260140.6863724109,1987,2601.41,0.01,residential
PROP_000065,0.003713136828680796,36.85623244000266,-120.60262474730156,wood,287500.89832814154,1971,2875.01,0.01,residential
PROP_000066,0.004069582577935544,36.49110730296098,-118.76684050606322,wood,307022.95266629447,1961,3070.23,0.01,residential
PROP_000067,0.006333875826675275,36.51643222335436,-120.3809068215418,wood,123132.94966549694,1987,1231.33,0.01,residential
PROP_000068,0.004002843062879627,35.36777544128176,-119.58080238186916,wood,112433.65191214083,2009,1124.34,0.01,residential
PROP_000069,0.014426254622219893,34.13868025555573,-121.43496276942908,wood,323314.46518336085,1939,3233.14,0.01,residential
PROP_000070,0.007617752016159182,35.96522825154563,-120.37982795082269,wood,139658.65420008343,1950,1396.59,0.01,residential
PROP_000071,0.006209180218141068,34.965631027687884,-119.04969868269696,wood,58656.33965970965,1922,586.56,0.01,residential
PROP_000072,0.004010873097707743,35.838378896760865,-119.79136315558692,wood,65733.91154695963,1978,657.34,0.01,residential
PROP_000073,0.0024504531083804075,37.84031382970674,-120.25695991809128,masonry,77997.97713733562,1948,779.98,0.01,residential
PROP_000074,0.004490134773339153,35.05272768639404,-118.87937500157996,wood,242250.7426160904,1941,2422.51,0.01,residential
PROP_000075,0.005566274068467966,34.2623623376008,-119.10884374678776,wood,182396.94158513853,1984,1823.97,0.01,residential
PROP_000076,0.0035130504103015195,35.266227514098986,-120.59779611329576,wood,282769.7618833099,1949,2827.7,0.01,residential
PROP_000077,0.008636628317020249,35.321171909950074,-119.97526447428424,wood,115635.45391097,1956,1156.35,0.01,residential
PROP_000078,0.0039932169248864235,36.97862431627103,-120.12849208294112,wood,184763.47136202772,1953,1847.63,0.01,residential
PROP_000079,0.005939681806610008,36.50664468553576,-119.7298329996784,wood,268464.0562282848,1931,2684.64,0.01,residential
PROP_000080,0.0031392535066847175,37.527541940978864,-120.56448845251548,masonry,127073.73254866962,1915,1270.74,0.01,residential
PROP_000081,0.004580373702600958,36.989410931473245,-120.81622599785553,wood,234549.09142292108,2000,2345.49,0.01,residential
PROP_000082,0.005364112795871289,35.82874087648032,-118.94451886128452,wood,95842.28425836416,1911,958.42,0.01,residential
PROP_000083,0.002900035092542177,37.66309173099715,-118.91315140140418,masonry,121729.53332998628,1939,1217.3,0.01,residential
PROP_000084,0.014121397980138346,34.751378139584666,-119.13869591986646,wood,119923.54393118588,1980,1199.24,0.01,residential
PROP_000085,0.0033125335555205656,34.10220432910237,-118.76102759385924,wood,62525.40815096107,1915,625.25,0.01,residential
PROP_000086,0.006120092804637953,34.405215373490385,-119.41402372781688,wood,240284.27598028103,1979,2402.84,0.01,residential
PROP_000087,0.01199099645365331,37.250617077684026,-119.3589317600264,wood,111801.26202058065,1988,1118.01,0.01,residential
PROP_000088,0.011595108845995655,36.07844753613124,-119.3647477425046,wood,164389.73080807657,1980,1643.9,0.01,residential
PROP_000089,0.00366262719499744,34.72572300565121,-120.15429863336156,wood,239090.4777161041,1936,2390.9,0.01,residential
PROP_000090,0.028713957052002165,36.254701487965136,-120.22193385536004,wood,232634.75809748084,1902,2326.35,0.01,residential
PROP_000091,0.008186053041213535,34.685404462209256,-120.8273664267828,wood,277148.3183504386,2007,2771.48,0.01,residential
PROP_000092,0.004725901151213311,37.13344168784981,-119.69450625579398,wood,150423.75332848154,1939,1504.24,0.01,residential
PROP_000093,0.004040654100334104,36.00770324008314,-120.68990361891346,wood,116001.84212666305,1997,1160.02,0.01,residential
PROP_000094,0.0031122235481950275,35.71459551743417,-120.7781364528334,wood,152699.22735036237,1923,1526.99,0.01,residential
PROP_000095,0.007076773368269271,35.35680440116545,-119.85930815253104,wood,42198.183447658776,1919,421.98,0.01,residential
PROP_000096,0.003592000059779234,36.836271669035,-120.35204931296988,wood,51139.37472610685,1994,511.39,0.01,residential
PROP_000097,0.0027751487361618995,35.62815674749026,-120.88720149537502,wood,56491.20888747704,2013,564.91,0.01,residential
PROP_000098,0.00798909786771284,34.39442463692245,-119.21504315309208,wood,73291.69191909969,2004,732.92,0.01,residential
PROP_000099,0.014989701585332537,34.53102655954232,-119.09040422597576,wood,224093.6628978608,1990,2240.94,0.01,residential
PROP_000100,0.0016118231535820358,38.328539490472814,-121.0304413449022,rc,78874.77566944197,1929,788.75,0.01,residential
PROP_000101,0.005246059988260825,38.08861310818424,-121.47898030816,masonry,120267.04890673078,2010,1202.67,0.01,residential
PROP_000102,0.008424292417985023,37.14868210214837,-120.55883608811776,wood,460184.4370563942,1980,4601.84,0.01,residential
PROP_000103,0.0035130732713267265,35.19641482656784,-119.26696966009388,wood,122392.55513509942,1920,1223.93,0.01,residential
PROP_000104,0.003533189499450504,38.36129369806476,-119.1503131745439,rc,293611.4151113269,1915,2936.11,0.01,residential
PROP_000105,0.008852518444286224,37.50437906784608,-121.11267860367506,masonry,77119.06891331624,2005,771.19,0.01,residential
PROP_000106,0.010785586016564964,37.22600585121548,-119.33185947668746,wood,138088.48491610895,1933,1380.88,0.01,residential
PROP_000107,0.002770969394988939,36.02212675964705,-121.1760283315336,wood,76113.60882675173,1992,761.14,0.01,residential
PROP_000108,0.0036748942044294995,35.225087028303214,-120.40782474756172,wood,124091.38379870132,1916,1240.91,0.01,residential
PROP_000109,0.005295245208466202,34.433759329690744,-118.70389335796663,wood,318776.8190036129,1933,3187.77,0.01,residential
PROP_000110,0.002440859914144893,38.061710784447286,-120.96074569495346,masonry,40869.67651064453,1934,408.7,0.01,residential
PROP_000111,0.00240747357930205,36.05099330425125,-121.06890196878264,wood,230392.32942804892,1934,2303.92,0.01,residential
PROP_000112,0.003853074228237814,34.91063514157854,-120.31615906886898,wood,196848.2648721291,1981,1968.48,0.01,residential
PROP_000113,0.005689001931339361,35.37680480867794,-119.7649281272844,wood,101182.39269211836,2010,1011.82,0.01,residential
PROP_000114,0.005705631486277327,36.60648806023853,-118.8878778092429,wood,51182.53893774163,2010,511.83,0.01,residential
PROP_000115,0.006194863553743186,34.795477523226545,-118.7537007925075,wood,172422.58052723648,1989,1724.23,0.01,residential
PROP_000116,0.0036248544484196706,37.854764278415686,-121.30500621754408,masonry,106553.85667072088,1924,1065.54,0.01,residential
PROP_000117,0.007542910778878856,37.413337884258446,-121.11360695142588,masonry,196053.1292502455,2016,1960.53,0.01,residential
PROP_000118,0.009111086359867758,37.23758330177922,-119.28593367309122,wood,165625.03986530134,1965,1656.25,0.01,residential
PROP_000119,0.0034298046058385957,35.944418678987965,-120.7422299736416,wood,586203.9895722483,1966,5862.04,0.01,residential
PROP_000120,0.012015018728471915,36.822889783161,-119.0224226333822,wood,134391.90814733692,1984,1343.92,0.01,residential
PROP_000121,0.007564056230496926,36.62844086010731,-119.64233087975856,wood,71768.57649050142,1993,717.69,0.01,residential
PROP_000122,0.0022452123358943357,36.92430970699669,-121.18683455333412,wood,187854.03073373128,2015,1878.54,0.01,residential
PROP_000123,0.007874986138614835,34.3799994451295,-119.16891800221278,wood,194074.492669891,1970,1940.74,0.01,residential
PROP_000124,0.002607774684634752,35.87113330976774,-121.0062021359774,wood,482796.2785855869,1973,4827.96,0.01,residential
PROP_000125,0.004456941879961337,34.187263782378515,-120.31421289489695,wood,317454.2513611096,1990,3174.54,0.01,residential
PROP_000126,0.007704605319983187,36.222958686600336,-119.95388220003387,wood,216532.6984927669,1930,2165.33,0.01,residential
PROP_000127,0.0044638869407803055,35.484375455497535,-120.09785478257524,wood,524731.6735799055,1937,5247.32,0.01,residential
PROP_000128,0.005395744232343244,34.65035884989721,-119.57874383627758,wood,62880.38542028237,1975,628.8,0.01,residential
PROP_000129,0.004165819739952296,34.46531335475148,-119.67247714236608,wood,97557.65092692808,1907,975.58,0.01,residential
PROP_000130,0.004881371337790973,36.6444005747997,-118.72228238452144,wood,77554.73676456312,1938,775.55,0.01,residential
PROP_000131,0.005733927983667858,34.76766835841599,-118.70161865417228,wood,119151.62938125436,1986,1191.52,0.01,residential
PROP_000132,0.004099292484436345,38.16304053269559,-120.0539136726202,masonry,54103.33358891455,2018,541.03,0.01,residential
PROP_000133,0.0034937849121743155,36.61477512865178,-121.2334425565096,wood,270525.2605188586,1962,2705.25,0.01,residential
PROP_000134,0.005031331729644771,35.560914120406764,-119.4620387628876,wood,136246.6114767725,1948,1362.47,0.01,residential
PROP_000135,0.005312857017959659,36.65911971166638,-118.76534058099357,wood,50179.15419700721,1953,501.79,0.01,residential
PROP_000136,0.006021680781768479,34.10261741963364,-120.60868611463874,wood,72224.65402137721,1982,722.25,0.01,residential
PROP_000137,0.00421749960707439,38.3135164595865,-120.2086151196548,rc,209150.85774469297,1965,2091.51,0.01,residential
PROP_000138,0.014805501902571875,36.17036546624305,-120.31062461051673,wood,318220.9571606305,1902,3182.21,0.01,residential
PROP_000139,0.005810156164244941,37.52230852262629,-121.3560263672406,masonry,804024.2531804293,1965,8040.24,0.01,residential
PROP_000140,0.005277213044937872,34.37228499965097,-119.61765959257436,wood,1674608.5137774565,1948,16746.09,0.01,residential
PROP_000141,0.00780703655276969,36.18996248877172,-120.51065445380829,wood,226732.8081591569,1984,2267.33,0.01,residential
PROP_000142,0.007202133264985695,36.20818147459534,-119.2951011510318,wood,73745.07586011248,2005,737.45,0.01,residential
PROP_000143,0.005239743156043905,38.220219047387424,-119.17006378921045,masonry,29565.486855594598,2016,295.65,0.01,residential
PROP_000144,0.011898866968295353,36.57277623569234,-119.20055379752604,wood,201625.87796740056,1973,2016.26,0.01,residential
PROP_000145,0.01146728312366245,36.13070230475629,-120.33333520548834,wood,84935.47450754789,1943,849.35,0.01,residential
PROP_000146,0.003737718934160057,35.20139048391352,-120.59967208972547,wood,116741.129242977,1953,1167.41,0.01,residential
PROP_000147,0.004735122660540584,35.49206048804149,-119.40330181693224,wood,99740.04803998613,1921,997.4,0.01,residential
PROP_000148,0.007292378928903996,36.34302581112192,-119.25610958524038,wood,145417.95027051674,2013,1454.18,0.01,residential
PROP_000149,0.006777743986445956,35.97510157137271,-120.12447915010418,wood,381850.39877135074,2002,3818.5,0.01,residential
PROP_000150,0.0037220136166128954,34.09725435946149,-118.99951314529837,wood,184543.19862701133,2003,1845.43,0.01,residential
PROP_000151,0.005792134857648346,37.71831365887461,-121.09705565098004,masonry,143356.83208870149,1939,1433.57,0.01,residential
PROP_000152,0.0042164155875299356,38.03272347327895,-119.03860741695492,masonry,71074.00930812673,1938,710.74,0.01,residential
PROP_000153,0.01610691602510559,34.63112090049375,-121.23093334767871,wood,42627.4480091544,2003,426.27,0.01,residential
PROP_000154,0.0029029418301501743,36.49316264592572,-121.07012853824708,wood,110299.3897669095,1965,1102.99,0.01,residential
PROP_000155,0.0033693185125204103,34.4885908351095,-120.00524796283293,wood,155900.6086814766,1985,1559.01,0.01,residential
PROP_000156,0.0025986345361139235,37.02508041867915,-121.31094825547524,wood,669538.488485767,1959,6695.38,0.01,residential
PROP_000157,0.004401804281260077,35.26555202727554,-121.3521401160797,wood,180632.4562327796,1953,1806.32,0.01,residential
PROP_000158,0.0021123196911337393,36.96740185611356,-121.49854751633602,wood,357250.18327870447,1976,3572.5,0.01,residential
PROP_000159,0.0073717580908203,37.27147576429097,-120.27831335285606,wood,109159.29552144672,1998,1091.59,0.01,residential
PROP_000160,0.007307006432818659,37.45891371362946,-119.33105313238175,masonry,63072.80587066392,1940,630.73,0.01,residential
PROP_000161,0.026548671300304527,34.484834256801534,-121.40245261921623,wood,75200.00603676832,1997,752.0,0.01,residential
PROP_000162,0.00480117617861927,38.12205330311924,-119.6736787018956,masonry,91109.66304518394,1929,911.1,0.01,residential
PROP_000163,0.00509796603081071,35.03596295902696,-119.19524351123468,wood,893387.5800823934,1948,8933.88,0.01,residential
PROP_000164,0.01221918618358902,34.16835650279281,-121.02959762398196,wood,84363.54505274809,2010,843.64,0.01,residential
PROP_000165,0.0029682619681358313,36.49683611226168,-121.08878154250009,wood,318313.28921293194,2015,3183.13,0.01,residential
PROP_000166,0.007669232682162768,35.66915027738097,-119.0897572738625,wood,79035.96314367789,2011,790.36,0.01,residential
PROP_000167,0.003663851240649107,37.73405384409586,-119.19525109213974,masonry,342922.0395250639,1938,3429.22,0.01,residential
PROP_000168,0.0025156014968697768,37.63713162428936,-119.99096305446028,masonry,221451.9185477703,2002,2214.52,0.01,residential
PROP_000169,0.004619070479798405,35.42712501770222,-119.20624033797684,wood,143586.03504449857,2013,1435.86,0.01,residential
PROP_000170,0.0025726091247863184,38.28804727781385,-121.24028298321142,rc,157532.95903848766,2018,1575.33,0.01,residential
PROP_000171,0.0036375537122209176,35.309130271630536,-120.39545174977148,wood,96391.16660351568,1902,963.91,0.01,residential
PROP_000172,0.006844553095814852,36.31775708154272,-119.43416684290216,wood,232549.35503124172,1990,2325.49,0.01,residential
PROP_000173,0.004359477201461024,35.15184290755421,-120.7791345138929,wood,113098.36612658163,2020,1130.98,0.01,residential
PROP_000174,0.007509689340133526,38.21219606522033,-119.39347903958604,masonry,61054.0849584204,1992,610.54,0.01,residential
PROP_000175,0.003435803111280905,34.740735179119085,-120.08829990770572,wood,58550.79461779683,1928,585.51,0.01,residential
PROP_000176,0.0050009089647076186,34.20209778726548,-119.39925523374497,wood,186851.66283488972,1992,1868.52,0.01,residential
PROP_000177,0.008413754078563375,35.957936770013674,-120.19889701399948,wood,575660.2979102355,1912,5756.6,0.01,residential
PROP_000178,0.0016030748726495719,38.46569003825127,-120.46986784737892,rc,184978.2058415284,1958,1849.78,0.01,residential
PROP_000179,0.0025920721711920457,38.01254769814712,-120.88627019385984,masonry,148018.02547975106,1975,1480.18,0.01,residential
PROP_000180,0.00551782809598462,37.36873608755627,-120.91653784398196,wood,204569.0625599646,1955,2045.69,0.01,residential
PROP_000181,0.009443147821275123,38.00856620895336,-119.39582573040008,masonry,462684.8322348527,1984,4626.85,0.01,residential
PROP_000182,0.002697157661334867,38.02050987864038,-121.16705102550492,masonry,193979.158350452,1929,1939.79,0.01,residential
PROP_000183,0.0019881183154362094,36.33486262173902,-121.25924941968935,wood,117155.59655284304,1973,1171.56,0.01,residential
PROP_000184,0.0034971676428274096,35.42168073323857,-121.00638417793805,wood,394364.5317583468,1978,3943.65,0.01,residential
PROP_000185,0.007860283782744455,37.47405594449945,-121.00902976792902,masonry,229350.14924817852,1976,2293.5,0.01,residential
PROP_000186,0.017152995446891965,36.97747568425493,-119.19529865614068,wood,556045.1603563711,1935,5560.45,0.01,residential
PROP_000187,0.007150742256279517,35.68145977993169,-120.3841814542722,wood,188449.9154014678,1936,1884.5,0.01,residential
PROP_000188,0.005457152023103293,34.42510000627682,-118.72691231939064,wood,61109.631919362255,1931,611.1,0.01,residential
PROP_000189,0.006491927204169968,37.36055325107062,-121.11580847818628,wood,54473.66433244537,1955,544.74,0.01,residential
PROP_000190,0.0056740966260857735,35.18107232165289,-119.6700884880578,wood,609712.2147845341,1970,6097.12,0.01,residential
PROP_000191,0.003085011241409661,38.215659177402,-120.2435573798365,masonry,646244.1009418027,1943,6462.44,0.01,residential
PROP_000192,0.003635397060054085,35.084367587525584,-120.3998291052482,wood,140981.59506323596,1949,1409.82,0.01,residential
PROP_000193,0.015615008443694438,34.552410695851684,-119.04976424264858,wood,119784.56816963904,1934,1197.85,0.01,residential
PROP_000194,0.0023619447536151754,37.74000702456208,-118.76833219168049,masonry,523952.04073194286,1926,5239.52,0.01,residential
PROP_000195,0.017694384961237423,34.689779424810226,-119.05599491543232,wood,67128.46525338202,1979,671.28,0.01,residential
PROP_000196,0.008561514070469215,34.806707386709824,-120.96155809870164,wood,79556.1535155586,1998,795.56,0.01,residential
PROP_000197,0.0026359454567871435,36.6972225618438,-120.881765820615,wood,272300.47845585993,1935,2723.0,0.01,residential
PROP_000198,0.004254919707531693,37.93552918376859,-119.66299313853382,masonry,118695.40890508905,2004,1186.95,0.01,residential
PROP_000199,0.005538609001777744,34.88395599571558,-120.69056597141306,wood,162089.2691569193,1969,1620.89,0.01,residential
PROP_000200,0.0037154782339700225,35.39645652805043,-119.44276963381438,wood,142806.47645426728,1920,1428.06,0.01,residential
PROP_000201,0.0032140122142415135,37.4983217720853,-119.914022177733,masonry,213215.70654609223,1944,2132.16,0.01,residential
PROP_000202,0.0040748235770880275,38.37321891727435,-119.95745544822688,rc,501814.339710189,1900,5018.14,0.01,residential
PROP_000203,0.005258156863515666,36.25333533791054,-119.1800686104514,wood,174987.16817822307,1904,1749.87,0.01,residential
PROP_000204,0.0063166120418119255,34.647538761480625,-119.5105082391205,wood,272433.82910397986,1940,2724.34,0.01,residential
PROP_000205,0.011732423964202874,34.06271329468691,-121.42558225800758,wood,31566.834875436783,1954,315.67,0.01,residential
PROP_000206,0.006268167660387715,35.033452134994846,-121.36151441599117,wood,156533.49293918285,1996,1565.33,0.01,residential
PROP_000207,0.003475910856305768,34.593199980039344,-119.81563633312317,wood,82902.10922187999,1916,829.02,0.01,residential
PROP_000208,0.005124457884641586,37.049464031257855,-120.13866218825764,wood,61386.765890528026,2001,613.87,0.01,residential
PROP_000209,0.008556263422181106,34.54824627082839,-120.77148296503962,wood,80618.07076921819,1928,806.18,0.01,residential
PROP_000210,0.017911752962925975,36.27848469229285,-120.32776295551857,wood,124579.7369659542,1916,1245.8,0.01,residential
PROP_000211,0.008253061308978456,37.12418096039299,-119.377851107548,wood,338649.8744427455,1984,3386.5,0.01,residential
PROP_000212,0.010921813030819787,36.61502474149406,-119.1854878429578,wood,56324.5528098829,1993,563.25,0.01,residential
PROP_000213,0.004449073751202742,34.89899043247026,-119.92857540990788,wood,166792.39829137217,1973,1667.92,0.01,residential
PROP_000214,0.002473808312207529,37.61856036782018,-120.42096545360012,masonry,110488.24932478103,1914,1104.88,0.01,residential
PROP_000215,0.0050925156329058585,37.21933208327111,-120.7420490678137,wood,125224.264466151,1913,1252.24,0.01,residential
PROP_000216,0.006263795710096089,37.32542801761994,-120.03862828184609,wood,363017.47778054816,1947,3630.17,0.01,residential
PROP_000217,0.00657150469245438,34.58975988200791,-120.61870106801972,wood,250319.2418470456,1954,2503.19,0.01,residential
PROP_000218,0.0031069906404773816,34.55689211642655,-119.92053361626778,wood,474453.3062411543,2020,4744.53,0.01,residential
PROP_000219,0.005504619536766228,38.17403147952928,-119.60537332897302,masonry,143831.16948679293,1934,1438.31,0.01,residential
PROP_000220,0.0027096935626280284,35.789101872212235,-121.31497820942568,wood,93269.26493666614,1923,932.69,0.01,residential
PROP_000221,0.003877784957821485,35.354269113014226,-121.49701109793632,wood,136068.3955142962,2014,1360.68,0.01,residential
PROP_000222,0.00322770962007037,36.1986282040819,-120.90562401124592,wood,197599.48005996787,1918,1975.99,0.01,residential
PROP_000223,0.012184255752005832,36.98288895743613,-118.99536780638742,wood,187448.3625562177,1903,1874.48,0.01,residential
PROP_000224,0.009044345728699998,38.30030465671136,-119.69038586296004,rc,68356.33634286893,1951,683.56,0.01,residential
PROP_000225,0.004087712689637287,35.28900802096925,-121.01851101457632,wood,174973.85212306934,1948,1749.74,0.01,residential
PROP_000226,0.0038382570512519834,38.16163793190413,-119.00726090689388,masonry,195356.75212139983,1974,1953.57,0.01,residential
PROP_000227,0.003804720722838857,34.111867711238155,-120.18412336719544,wood,1219533.821336903,2006,12195.34,0.01,residential
PROP_000228,0.007193510167177045,36.49839119047071,-120.16694308129976,wood,730493.5561801316,2012,7304.94,0.01,residential
PROP_000229,0.008776643883259782,36.85288800256488,-118.88048255724055,wood,82240.67756696252,1935,822.41,0.01,residential
PROP_000230,0.02981988016345284,34.47653831687839,-121.33343726188664,wood,129326.21771557051,2018,1293.26,0.01,residential
PROP_000231,0.009770158971760094,34.631528186787605,-120.8975008310396,wood,50475.653925494815,1976,504.76,0.01,residential
PROP_000232,0.003962389909580415,35.88601443692337,-119.85984028956678,wood,101461.46891894063,1908,1014.61,0.01,residential
PROP_000233,0.0015547684020844076,38.34804360464432,-120.9526377731704,rc,209501.04426120652,2013,2095.01,0.01,residential
PROP_000234,0.007968961555008758,36.68219148955468,-119.59732437421492,wood,427061.32352448686,1916,4270.61,0.01,residential
PROP_000235,0.0019051255240617752,38.19860449720095,-120.90054158985718,masonry,90828.9121636575,1971,908.29,0.01,residential
